platform,appid,country,currency,initial,final,discount_percent,release_date,type,is_free,genres,categories,ts_collected_utc
steam,3949040,KR,KRW,8900.0,8900.0,0,"21 Oct, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3241660,ES,EUR,9.75,9.75,0,"26 Feb, 2025",game,False,"Action,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,553850,SE,EUR,39.99,39.99,0,"8 Feb, 2024",game,False,Action,"Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,1984270,NZ,NZD,119.95,119.95,0,"2 Oct, 2025",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2958130,JP,JPY,7000.0,7000.0,0,"21 Oct, 2025",game,False,"Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3274580,US,USD,59.99,59.99,0,"Nov 12, 2025",game,False,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support",2025-11-17T05:02:14Z
steam,1245620,RU,RUB,3599.0,3599.0,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3606480,KR,KRW,88900.0,88900.0,0,"13 Nov, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Captions available,In-App Purchases,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,HDR available",2025-11-17T05:02:14Z
steam,1808500,FR,EUR,39.99,39.99,0,"30 Oct, 2025",game,False,Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,553850,CN,CNY,198.0,198.0,0,"8 Feb, 2024",game,False,Action,"Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,3873970,KR,KRW,63000.0,63000.0,0,"11 Nov, 2025",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3873970,NO,NOK,670.0,670.0,0,"11 Nov, 2025",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1245620,KR,KRW,64800.0,64800.0,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3450310,DE,EUR,59.99,59.99,0,"4 Nov, 2025",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1086940,CA,CAD,79.99,79.99,0,"3 Aug, 2023",game,False,"Adventure,RPG,Strategy","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,2300320,AR,USD,19.49,19.49,0,"12 Nov, 2024",game,False,Simulation,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3164500,DE,EUR,19.5,19.5,0,"24 Mar, 2025",game,False,"Action,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1203620,KR,KRW,31000.0,24800.0,20,"24 Jan, 2024",game,False,"Action,Adventure,Indie,RPG,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3873970,AR,USD,26.99,26.99,0,"11 Nov, 2025",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3527290,NZ,NZD,11.99,7.43,38,"16 Jun, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,2968420,CN,CNY,88.0,88.0,0,"23 Oct, 2025",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3873970,DE,EUR,58.99,58.99,0,"11 Nov, 2025",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2807960,TR,USD,69.99,69.99,0,"10 Oct, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available",2025-11-17T05:02:14Z
steam,2807960,KR,KRW,80000.0,80000.0,0,"10 Oct, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available",2025-11-17T05:02:14Z
steam,1669000,NZ,NZD,79.99,39.99,50,"2 May, 2023",game,False,"RPG,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,553850,US,USD,39.99,39.99,0,"Feb 8, 2024",game,False,Action,"Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,2799860,GB,GBP,57.98,57.98,0,"13 Nov, 2025",game,False,"RPG,Sports","Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3606480,SE,EUR,79.99,79.99,0,"13 Nov, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Captions available,In-App Purchases,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,HDR available",2025-11-17T05:02:14Z
steam,2592160,RU,RUB,1100.0,1100.0,0,"22 Oct, 2025",game,False,"Action,Adventure,Casual,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Playable without Timed Input,Subtitle Options,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3274580,CA,CAD,79.99,79.99,0,"12 Nov, 2025",game,False,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support",2025-11-17T05:02:14Z
steam,3164500,BR,BRL,59.99,59.99,0,"24 Mar, 2025",game,False,"Action,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2968420,DE,EUR,24.99,24.99,0,"23 Oct, 2025",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3274580,PL,PLN,249.9,249.9,0,"12 Nov, 2025",game,False,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support",2025-11-17T05:02:14Z
steam,1449110,AR,USD,48.99,48.99,0,"29 Oct, 2025",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,1669000,PL,PLN,231.99,115.99,50,"2 May, 2023",game,False,"RPG,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,2958130,SE,EUR,59.99,59.99,0,"21 Oct, 2025",game,False,"Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1086940,PL,PLN,249.0,249.0,0,"3 Aug, 2023",game,False,"Adventure,RPG,Strategy","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1984270,MX,MXN,1149.0,1149.0,0,"2 Oct, 2025",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1783560,GB,GBP,26.99,26.99,0,"6 Nov, 2025",game,False,"Action,Adventure,Indie,Simulation,Early Access","Single-player,Steam Achievements,Custom Volume Controls,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3873970,SE,EUR,58.99,58.99,0,"11 Nov, 2025",game,False,"Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2399830,NL,EUR,44.99,22.49,50,"25 Oct, 2023",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access","Single-player,Multi-player,MMO,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1783560,IT,EUR,29.99,29.99,0,"6 Nov, 2025",game,False,"Action,Adventure,Indie,Simulation,Early Access","Single-player,Steam Achievements,Custom Volume Controls,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3164500,JP,JPY,2300.0,2300.0,0,"24 Mar, 2025",game,False,"Action,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,553850,DE,EUR,39.99,39.99,0,"8 Feb, 2024",game,False,Action,"Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Family Sharing",2025-11-17T05:02:14Z
steam,1449110,JP,JPY,8900.0,8900.0,0,"29 Oct, 2025",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,1857950,MX,MXN,227.99,227.99,0,"24 Oct, 2025",game,False,"Action,RPG,Simulation,Early Access","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1903340,CN,CNY,258.0,206.4,20,"24 Apr, 2025",game,False,"Action,RPG","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1903340,RU,RUB,4199.0,3359.0,20,"24 Apr, 2025",game,False,"Action,RPG","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2592160,BR,BRL,88.99,88.99,0,"22 Oct, 2025",game,False,"Action,Adventure,Casual,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Playable without Timed Input,Subtitle Options,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3917090,CA,CAD,37.99,30.39,20,"13 Nov, 2025",game,False,"Racing,Early Access","Single-player,Full controller support,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1984270,CN,CNY,298.0,298.0,0,"2 Oct, 2025",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3450310,ES,EUR,59.99,59.99,0,"4 Nov, 2025",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1449110,MX,MXN,1399.0,1399.0,0,"29 Oct, 2025",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,1245620,NO,NOK,599.0,599.0,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1245620,GB,GBP,49.99,49.99,0,"24 Feb, 2022",game,False,"Action,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1984270,GB,GBP,54.99,54.99,0,"2 Oct, 2025",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1808500,JP,JPY,6000.0,6000.0,0,"30 Oct, 2025",game,False,Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,1857950,NL,EUR,16.99,16.99,0,"24 Oct, 2025",game,False,"Action,RPG,Simulation,Early Access","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3917090,FR,EUR,29.99,23.99,20,"13 Nov, 2025",game,False,"Racing,Early Access","Single-player,Full controller support,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1808500,CA,CAD,57.99,57.99,0,"30 Oct, 2025",game,False,Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,2300320,NL,EUR,29.99,29.99,0,"12 Nov, 2024",game,False,Simulation,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3240220,IT,EUR,29.99,29.99,0,"4 Mar, 2025",game,False,"Action,Adventure,Racing","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet",2025-11-17T05:02:14Z
